index,img_name,question,caption,gt_answer,qwen_answer,location,answer,modality,content_type,bertscore_f1,sbert_f1,nli_entail_mean,nli_contra_mean,alignment_score
6427,xmlab344/source.jpg,Which organ system is imaged?,"""Brain MRI showing the cerebral cortex, brainstem, and cerebellum.""",Chest,Circulatory system,Lung,Chest,X-Ray,Organ,0.83197117,0.24693733,0.51804805,0.0859283,1
5906,xmlab609/source.jpg,Does the picture contain bladder?,"""MR scan of the thoracic cavity showing the heart in its typical anatomical position.""",Yes,No,Pelvic Cavity,Yes,CT,Organ,0.9992693,0.7334952,0.0021090987,0.99444443,1
3777,xmlab519/source.jpg,Is/Are there abnormalities in the patient's right brain lobe?,,Yes,No abnormalities detected.,Brain_Tissue,Yes,MRI,Abnormality,0.8368514,0.017215151,0.069100946,0.39085537,4
3108,xmlab417/source.jpg,How much damage will be caused to the body taking such an image?,"CT skn df brwn nd fce, shwing nrml ntncl strctres wthot ny vslbbl abnlrties.",Much,Minimal damage.,Brain_Face,Much,CT,KG,0.84897655,0.25921142,0.00461476,0.982563,5
3791,xmlab520/source.jpg,Which part of the body does this image belong to?,,Head,Brain,Brain_Tissue,Head,MRI,Position,0.9983581,0.5815781,0.700616,0.023172826,4
2919,xmlab40/source.jpg,Does the picture contain spleen?,"""Lost in thought, a lone tree stands tall against the setting sun.""",No,No,Abdomen,No,MRI,Organ,0.9999999,0.9999999,0.95373815,0.0040999623,3
1076,xmlab233/source.jpg,How many kidneys in this image?,"""CT scan of the abdomen showing two kidneys.""",1,Two kidneys visible.,Abdomen,1,CT,Quantity,0.85625553,0.10975904,0.05312588,0.78909624,1
6767,xmlab508/source.jpg,What type of MRI is shown in this image?,"T1-weighted MRI scan of the brain tissue, showing a lesion with irregular borders and slight edema surrounding it.",T1,T1-weighted MRI scan,Brain_Tissue,T1,MRI,Modality,0.86748123,0.3928123,0.3815175,0.075578846,6
3766,xmlab516/source.jpg,Where is the brain edema?,The MRI scan shows brain edema located in the lower right lobe.,Lower Right Lobe,Lower right lobe,Brain_Tissue,Lower Right Lobe,MRI,Position,0.9240578,1.0,0.9796443,0.004486962,6
6767,xmlab508/source.jpg,What type of MRI is shown in this image?,"""T2-weighted MRI scan of the brain tissue, showing a lesion with irregular borders and slight edema surrounding it.""",T1,T2-weighted MRI,Brain_Tissue,T1,MRI,Modality,0.8482148,0.33685464,0.009226826,0.8559833,2
537,xmlab183/source.jpg,What diseases are included in the picture?,"""X-ray image of the thoracic region showing a pneumothorax with a visible air collection in the right hemithorax.""",Pneumothorax,Pneumothorax,Lung,Pneumothorax,X-Ray,Abnormality,1.0,1.0000005,0.9266162,0.031736933,6
5173,xmlab263/source.jpg,Does the picture contain kidney?,CT sncn df th abdpm shwng t h knys nd rrdng strcturs.,Yes,"Yes, it contains kidneys.",Abdomen,Yes,CT,Organ,0.84716874,0.14414708,0.46554774,0.0037266994,5
728,xmlab203/source.jpg,Does the picture contain kidney?,,No,"Yes, it does.",Abdomen,No,CT,Organ,0.82344216,0.18370539,0.0011577512,0.9963182,4
3474,xmlab470/source.jpg,Is this a T1 weighted or T2 weighted MRI image?,"""T1-weighted MRI image of the brain tissue, showing a lesion with smooth borders and no edema surrounding it.""",T2,T1-weighted MRI image,Brain_Tissue,T2,MRI,Modality,0.8634218,0.33502027,0.006294813,0.8873384,1
4946,xmlab106/source.jpg,Where is/are the abnormality located?,"""The MRI scan of the abdomen reveals an abnormality in the liver and spleen, characterized by areas of decreased signal intensity and atrophy.""","Right Lung, Left",Liver and spleen,Lung,"Right Lung, Left",CT,Position,0.82542545,0.32426572,0.042422466,0.7544589,1
5232,xmlab303/source.jpg,What disease is/are shown on the left of lung?,"""Exploring the vastness of the ocean with a snorkel.""",Pleural Effusion,No visible disease,Lung,Pleural Effusion,X-Ray,Abnormality,0.8380053,0.22308111,0.011380507,0.87604016,3
3118,xmlab421/source.jpg,What is the scanning plane of this image?,A group of colorful balloons float gracefully in the clear blue sky above a sunny beach.,Transverse Plane,Axial plane,Neck,Transverse Plane,CT,Plane,0.8538893,0.6662764,0.080268875,0.8947592,3
5534,xmlab404/source.jpg,What is the function of the tissue in the center of the organ in this picture?,,Control heartbeat and breathing,Brain tissue,Brain_Face,Control heartbeat and breathing,CT,KG,0.8583324,0.10975443,0.12276032,0.31617364,4
4729,xmlab74/source.jpg,What is the main organ in the image?,The colorful leaves rustle gently in the autumn breeze.,Brain,Brain,Brain,Brain,MRI,Organ,1.0,0.9999997,0.9187869,0.016676674,3
5745,xmlab505/source.jpg,How to treat the most severe disease in this image?,,"Medical treatment, supportive treatment, surgical treatment",Surgical intervention,Brain_Tissue,"Medical treatment, supportive treatment, surgical treatment",MRI,KG,0.8651841,0.6667372,0.6987321,0.004758944,4
2065,xmlab319/source.jpg,What disease is/are shown on the right of lung?,,Pulmonary Mass,Tumor,Lung,Pulmonary Mass,X-Ray,Abnormality,0.8358821,0.27070627,0.062252678,0.8582727,4
3420,xmlab461/source.jpg,What is the scanning plane of this image?,"""Coronal MRI scan of the brain tissue, showing a lesion with smooth borders and minimal edema.""",Transverse Plane,Coronal plane,Brain_Tissue,Transverse Plane,MRI,Plane,0.8711521,0.46045431,0.094450496,0.86874676,1
878,xmlab216/source.jpg,Does the picture contain spleen?,CT scan of the abdomen showing the spleen and surrounding structures.,Yes,"Yes, it contains spleen.",Abdomen,Yes,CT,Organ,0.84318113,0.13492069,0.4663244,0.004509464,6
3851,xmlab530/source.jpg,What imaging modality was used?,"""CT scan of the brain tissue.""",MRI,CT scan,Brain_Tissue,MRI,MRI,Modality,0.8664473,0.5570191,0.18140389,0.63337207,2
1959,xmlab31/source.jpg,What is the mr weighting in this image?,The vibrant colors of autumn leaves contrast beautifully against the crisp blue sky.,T1,T2-weighted MRI,Abdomen,T1,MRI,Modality,0.8482148,0.33685464,0.0092268195,0.85598326,3
1986,xmlab313/source.jpg,Which lobe is normal in this image?,"""The image is an MRI of the chest, showing the right lung to be normal in appearance.""",Left,Right lobe,Lung,Left,X-Ray,Position,0.8428246,0.4555543,0.012894275,0.97841245,2
1062,xmlab232/source.jpg,What is the scanning plane of this image?,Transverses pln CT skan of teh abdonm,Transverse  Plane,Transverse plane,Abdomen,Transverse  Plane,CT,Plane,0.9113918,1.0000001,0.8839522,0.03684012,5
1597,xmlab28/source.jpg,Does the picture contain kidney?,"A cozy corner with a soft cushion, a warm blanket, and a book waiting to be read.",Yes,No,Lung,Yes,MRI,Organ,0.9992693,0.7334952,0.0021090945,0.99444443,3
6949,xmlab605/source.jpg,Which part do the organs in this image locate from the aspect of the whole body?,A vibrant flock of parakeets takes flight from a lush green tree in a serene garden setting.,Pelvic Cavity,Abdomen and pelvis,Pelvic Cavity,Pelvic Cavity,CT,Position,0.8262493,0.6467478,0.8690969,0.02041292,3
5581,xmlab420/source.jpg,What color does the larynx show in the picture?,CT snk of th nck shwng th lrngx tn bck clr.,Black,Black,Neck,Black,CT,Color,1.0,1.0000005,0.94063836,0.013715292,5
6939,xmlab604/source.jpg,What organ system is primarily present in this image?,"""Axial magnetic resonance imaging (MRI) scan of the thoracic cavity, showcasing the lungs, heart, and diaphragm.""",Pelvic Cavity,Respiratory system,Pelvic Cavity,Pelvic Cavity,CT,Organ,0.824247,0.16236052,0.4777192,0.31989104,1
4754,xmlab78/source.jpg,What is the mr weighting in this image?,A group of colorful fish swim gracefully in a crystal-clear aquarium.,T2,T2-weighted MRI,Brain,T2,MRI,Modality,0.8720163,0.44387856,0.39129525,0.07161264,3
2368,xmlab345/source.jpg,Where is/are the pneumonia located?,"The image is an X-ray of the chest, showing both lungs. There is evidence of pneumonia in both lungs, characterized by areas of increased opacity and consolidation.",Both Lung,Both lungs,Lung,Both Lung,X-Ray,Position,0.9484161,0.9481249,0.96871185,0.009025074,6
766,xmlab206/source.jpg,Does the picture contain liver?,"Axil comted tomographt (CT) scann of the abdonm showing the kidneys, aoa, and suournding abdominal strcutures.",No,"No, it does not.",Abdomen,No,CT,Organ,0.8154635,0.17489071,0.63481593,0.006466049,5
5739,xmlab505/source.jpg,Is this a transverse section?,"Transverse MRI scan of the brain tissue, displaying a circular region of interest with irregular borders and slight edema surrounding the lesion.",Yes,"Yes, it is.",Brain_Tissue,Yes,MRI,Plane,0.82594997,0.4241633,0.6593152,0.0018857566,6
1757,xmlab292/source.jpg,What modality is used to take this image?,Axal computed tomograpy (CT) scan af the abdunen,CT,Axial CT scan,Abdomen,CT,CT,Modality,0.7835519,0.41832083,0.4896573,0.013155286,5
4380,xmlab6/source.jpg,What is the mr weighting in this image?,A2 - weigt MRI scan o fthe abdomn showing the kidnys nd surronding strcures.,T2,T2-weighted MRI,Abdomen,T2,MRI,Modality,0.8720163,0.44387856,0.39129484,0.07161302,5
3436,xmlab463/source.jpg,What is the main cause of the disease on the upper left lobe of brain in this picture?,"The picrure show a brain MR scan with an irrreglar lesion on th eupper lef tlobe ofthe brain, charectered by abnor mal tissue stuctre and possib le edema.","Brain embryonic tissue dysplasia, genetic factors, chemical factors",Tumor or infection,Brain_Tissue,"Brain embryonic tissue dysplasia, genetic factors, chemical factors",MRI,KG,0.82385844,0.16350031,0.016328223,0.92630136,5
1693,xmlab287/source.jpg,Which part of the body does this image belong to?,"""CT scan of the abdomen showing the abdominal cavity with visible liver and kidneys.""",Chest,Abdomen,Chest_lung,Chest,CT,Position,0.8396917,0.41943026,0.75784206,0.065374315,1
6360,xmlab312/source.jpg,How to treat the disease located on the left of lung in this image?,"""X-ray image of the thoracic region showing a left-sided lung opacity, which may require physical therapy or surgical intervention for treatment.""","Physical therapy, surgical treatment",Physical therapy or surgery.,Lung,"Physical therapy, surgical treatment",X-Ray,KG,0.9307111,0.8625472,0.9728265,0.005251047,6
5675,xmlab465/source.jpg,Is this image taken via X-Ray?,"""An MRI scan of the spinal cord reveals a clear, symmetrical structure with no visible abnormalities, suggesting normal tissue integrity.""",No,No,Brain_Tissue,No,MRI,Modality,0.9999999,0.9999999,0.95373815,0.0040999777,1
6102,xmlab18/source.jpg,Does the kidney look abnormal?,mri scan of the abomen shwoing n norml aprrarencse o fthe kidnys wothout ny vissble abnomalities.,No,"No, it looks normal.",Abdomen,No,MRI,Abnormality,0.8453925,0.24893533,0.4401283,0.08389239,5
3766,xmlab516/source.jpg,Where is the brain edema?,The MRI scan shows brain edema located in the upper left lobe.,Lower Right Lobe,Upper left lobe,Brain_Tissue,Lower Right Lobe,MRI,Position,0.9111316,0.9299355,0.010399973,0.9672161,2
5315,xmlab34/source.jpg,What modality is used to take this image?,Axial MIR scan of the abdomeen showing crossectional viev of the abdominal cavitiy.,MRI,MRI,Abdomen,MRI,MRI,Modality,1.0000001,1.0,0.81365585,0.04740471,5
6181,xmlab235/source.jpg,Does the picture contain spleen?,,Yes,"Yes, it does.",Abdomen,Yes,CT,Organ,0.8194167,0.3198354,0.67911196,0.0019156305,4
3675,xmlab501/source.jpg,What is the organ system visualized?,"""CT scan of the head, showing an irregular lesion with slight edema in the occipital region.""",Head,Brain,Brain_Tissue,Head,MRI,Organ,0.9983581,0.58157796,0.7006162,0.023172894,2
3974,xmlab549/source.jpg,What scanning plane does this image belong to?,Transverse plane CT scan of the abdomen.,Transverse Plane,Transverse plane,Abdomen,Transverse Plane,CT,Plane,0.980392,1.0000001,0.9092313,0.03349504,6
4218,xmlab577/source.jpg,Does the picture contain stomach?,CT scan of the abdomen showing the stomach with normal wall thickness and no visible abnormalities.,Yes,"Yes, it contains stomach.",Abdomen,Yes,CT,Organ,0.8539152,0.1385553,0.47455156,0.0064096814,6
5727,xmlab499/source.jpg,What is the main cause of the disease on the left lobe of brain in this picture?,"The image depicts a brain tissue MRI scan, showing an irregular lesion with slight edema on the left lobe of the brain. The cause of the disease is likely related to embryonic tissue dysplasia, genetic factors, or chemical factors.","Brain embryonic tissue dysplasia, genetic factors, chemical factors",Embryonic tissue dysplasia,Brain_Tissue,"Brain embryonic tissue dysplasia, genetic factors, chemical factors",MRI,KG,0.8756332,0.64652413,0.45826635,0.018987618,6
6545,xmlab385/source.jpg,Which part of chest is abnormal in this image?,"""The X-ray image shows an abnormality in the upper right lung, characterized by an area of decreased opacity and possible atelectasis.""",Lower Left Lung,Upper right lung,Lung,Lower Left Lung,X-Ray,Position,0.9606365,0.882978,0.018756187,0.94574225,1
3445,xmlab464/source.jpg,How to treat the most severe disease in this image?,Mrry scarn otfbrain tissse sowing inrgrual lesion wth sleat edemna.,"Medical treatment, supportive treatment, surgical treatment",Surgical intervention,Brain_Tissue,"Medical treatment, supportive treatment, surgical treatment",MRI,KG,0.8651841,0.6667372,0.6987321,0.004758944,5
6278,xmlab269/source.jpg,Does the picture contain spleen?,"""MR scan of the thorax displaying the liver and adjacent structures.""",Yes,"No, it does not.",Abdomen,Yes,CT,Organ,0.8119194,0.18156867,0.0016267304,0.99661684,1
6287,xmlab274/source.jpg,What modality is used to take this image?,A vibrant bouquet of wildflowers blooms brightly in the meadow.,CT,CT scan,Abdomen,CT,CT,Modality,0.86674154,0.57302356,0.5452801,0.010883029,3
1300,xmlab255/source.jpg,What are the white points in the black part of the body?,"The image is a CT scan of the chest and heart, displaying the pulmonary bronchus as white points in the black lung tissue.",Pulmonary bronchus,Bronchial tubes,Chest_heart,Pulmonary bronchus,CT,Organ,0.8220924,0.6831115,0.5100128,0.20311949,6
6939,xmlab604/source.jpg,What organ system is primarily present in this image?,,Pelvic Cavity,Digestive system,Pelvic Cavity,Pelvic Cavity,CT,Organ,0.8352289,0.30274686,0.51029825,0.30255765,4
5486,xmlab383/source.jpg,Which organs/organ in the picture belong to the respiratory system?,,Lung,Lungs and heart,Lung,Lung,X-Ray,KG,0.83278704,0.7297842,0.45714498,0.03521153,4
6888,xmlab573/source.jpg,Is there femoral head in this picture?,"""A lone figure stands under a towering, ancient tree, lost in thought as the sun sets behind them.""",No,No,Abdomen,No,CT,Organ,0.9999999,0.9999999,0.95373815,0.0040999777,3
1631,xmlab282/source.jpg,What is the largest organ in the picture?,"The image is a CT scan of the chest, displaying the lungs as the largest organ in the picture.",Lung,Lungs,Chest_lung,Lung,CT,Size,0.92026067,0.922527,0.94098353,0.02079492,6
5387,xmlab353/source.jpg,What organ system is pictured?,"""Kidney ultrasound showing the abdominal cavity, including the liver, spleen, and intestines.""",Chest,Abdominal cavity,Lung,Chest,X-Ray,Organ,0.80647755,0.36761233,0.78437126,0.042153604,2
804,xmlab210/source.jpg,What is the rightmost organ in this image?,A cat with green eyes and fluffy ears plays in the grass near a stream.,Spleen,Liver,Abdomen,Spleen,CT,Organ,0.83286136,0.5177096,0.10994938,0.83430696,3
3506,xmlab477/source.jpg,Is the brain healthy?,"The MRI scan of the brain tissue shows an irregular lesion with slight edema, indicating an abnormality in the brain tissue.",No,"No, it's not healthy.",Brain_Tissue,No,MRI,Abnormality,0.8381817,0.21205673,0.47872066,0.0026237667,6
4097,xmlab564/source.jpg,Are/Is there kidneys in the picture?,"""MR scan of the chest displaying the lungs in their normal anatomical position.""",Yes,"No, there are no kidneys.",Abdomen,Yes,CT,Organ,0.84674686,0.10802048,0.0025409309,0.99172366,1
3120,xmlab421/source.jpg,Which is larynx in this image?,"""MR scan of the head showing a white hollow structure, which represents the brain.""",Black Hollow,"Brain, not larynx.",Neck,Black Hollow,CT,Position,0.81948596,0.18828456,0.071666226,0.61852,1
784,xmlab209/source.jpg,Where is the liver?,"""CT scan of the abdomen showing the liver located on the right side.""",Left,Liver on the right side.,Abdomen,Left,CT,Position,0.8472548,0.3796223,0.022856949,0.79875666,2
